-182.139, 74.177, 1.732,  4.603
-182.130, 74.120, 1.737,  4.636
-182.121, 74.063, 1.742,  4.669
-182.111, 74.005, 1.747,  4.702
-182.102, 73.947, 1.752,  4.735
-182.093, 73.889, 1.758,  4.768
-182.084, 73.831, 1.763,  4.801
-182.075, 73.773, 1.768,  4.834
-182.066, 73.715, 1.773,  4.867
-182.058, 73.656, 1.779,  4.900
-182.049, 73.597, 1.784,  4.933
-182.040, 73.538, 1.789,  4.966
-182.032, 73.479, 1.795,  4.999
-182.024, 73.419, 1.800,  5.032
-182.015, 73.360, 1.805,  5.065
-182.007, 73.300, 1.811,  5.098
-181.999, 73.240, 1.816,  5.131
-181.991, 73.180, 1.822,  5.164
-181.983, 73.119, 1.827,  5.197
-181.975, 73.059, 1.833,  5.230
-181.967, 72.998, 1.838,  5.263
-181.959, 72.937, 1.844,  5.296
-181.951, 72.876, 1.849,  5.329
-181.944, 72.815, 1.855,  5.362
-181.936, 72.753, 1.860,  5.395
-181.929, 72.691, 1.866,  5.428
-181.921, 72.629, 1.871,  5.461
-181.914, 72.567, 1.877,  5.494
-181.907, 72.505, 1.883,  5.527
-181.899, 72.442, 1.888,  5.560
-181.892, 72.380, 1.894,  5.593
-181.885, 72.317, 1.900,  5.626
-181.878, 72.253, 1.905,  5.659
-181.871, 72.190, 1.911,  5.692
-181.865, 72.127, 1.917,  5.725
-181.858, 72.063, 1.923,  5.758
-181.851, 71.999, 1.928,  5.791
-181.845, 71.935, 1.934,  5.824
-181.838, 71.870, 1.940,  5.857
-181.832, 71.806, 1.946,  5.890
-181.825, 71.741, 1.952,  5.923
-181.819, 71.676, 1.958,  5.956
-181.813, 71.611, 1.963,  5.989
-181.807, 71.546, 1.969,  6.022
-181.801, 71.480, 1.975,  6.055
-181.795, 71.414, 1.981,  6.088
-181.789, 71.348, 1.987,  6.121
-181.783, 71.282, 1.993,  6.154
-181.777, 71.216, 1.999,  6.187
-181.771, 71.149, 2.005,  6.220
-181.766, 71.083, 2.011,  6.253
-181.760, 71.016, 2.017,  6.286
-181.754, 70.948, 2.023,  6.319
-181.749, 70.881, 2.029,  6.352
-181.744, 70.813, 2.035,  6.385
-181.738, 70.746, 2.041,  6.418
-181.733, 70.677, 2.048,  6.451
-181.728, 70.609, 2.054,  6.484
-181.723, 70.541, 2.060,  6.517
-181.718, 70.472, 2.066,  6.550
-181.713, 70.403, 2.072,  6.583
-181.708, 70.334, 2.079,  6.616
-181.703, 70.265, 2.085,  6.649
-181.698, 70.195, 2.091,  6.682
-181.693, 70.126, 2.097,  6.715
-181.688, 70.056, 2.104,  6.748
-181.684, 69.986, 2.110,  6.781
-181.679, 69.915, 2.116,  6.814
-181.675, 69.845, 2.123,  6.847
-181.670, 69.774, 2.129,  6.880
-181.666, 69.703, 2.135,  6.913
-181.662, 69.631, 2.142,  6.946
-181.657, 69.560, 2.148,  6.979
-181.653, 69.488, 2.155,  7.012
-181.649, 69.416, 2.161,  7.045
-181.645, 69.344, 2.168,  7.078
-181.641, 69.272, 2.174,  7.111
-181.637, 69.199, 2.181,  7.144
-181.633, 69.127, 2.187,  7.177
-181.629, 69.054, 2.194,  7.210
-181.625, 68.980, 2.201,  7.243
-181.621, 68.907, 2.207,  7.276
-181.618, 68.833, 2.214,  7.309
-181.614, 68.760, 2.220,  7.342
-181.610, 68.685, 2.227,  7.375
-181.607, 68.611, 2.234,  7.408
-181.603, 68.537, 2.240,  7.441
-181.600, 68.462, 2.247,  7.474
-181.596, 68.387, 2.254,  7.507
-181.593, 68.311, 2.261,  7.540
-181.589, 68.236, 2.267,  7.573
-181.586, 68.160, 2.274,  7.606
-181.583, 68.084, 2.281,  7.639
-181.580, 68.008, 2.288,  7.672
-181.577, 67.932, 2.295,  7.705
-181.574, 67.855, 2.302,  7.738
-181.571, 67.778, 2.309,  7.771
-181.567, 67.701, 2.315,  7.804
-181.565, 67.624, 2.322,  7.837
-181.562, 67.546, 2.329,  7.870
-181.559, 67.469, 2.336,  7.903
-181.556, 67.391, 2.343,  7.936
-181.553, 67.312, 2.350,  7.969
-181.550, 67.234, 2.357,  8.002
-181.548, 67.155, 2.364,  8.035
-181.545, 67.076, 2.371,  8.068
-181.542, 66.997, 2.378,  8.101
-181.540, 66.918, 2.385,  8.134
-181.537, 66.838, 2.392,  8.167
-181.535, 66.758, 2.400,  8.200
-181.532, 66.678, 2.407,  8.233
-181.530, 66.598, 2.414,  8.266
-181.528, 66.517, 2.421,  8.299
-181.525, 66.436, 2.428,  8.332
-181.523, 66.355, 2.436,  8.365
-181.521, 66.274, 2.443,  8.398
-181.518, 66.192, 2.450,  8.431
-181.516, 66.110, 2.458,  8.464
-181.514, 66.028, 2.465,  8.497
-181.512, 65.946, 2.473,  8.530
-181.510, 65.863, 2.480,  8.563
-181.508, 65.780, 2.487,  8.596
-181.506, 65.697, 2.495,  8.629
-181.504, 65.614, 2.502,  8.662
-181.502, 65.530, 2.510,  8.695
-181.500, 65.446, 2.517,  8.728
-181.498, 65.362, 2.525,  8.761
-181.496, 65.278, 2.533,  8.794
-181.494, 65.193, 2.540,  8.827
-181.493, 65.109, 2.548,  8.860
-181.491, 65.024, 2.555,  8.893
-181.489, 64.938, 2.563,  8.926
-181.487, 64.853, 2.571,  8.959
-181.486, 64.767, 2.579,  8.992
-181.484, 64.681, 2.586,  9.025
-181.482, 64.594, 2.594,  9.058
-181.481, 64.507, 2.602,  9.091
-181.479, 64.421, 2.609,  9.124
-181.478, 64.333, 2.617,  9.157
-181.476, 64.246, 2.625,  9.190
-181.475, 64.158, 2.633,  9.223
-181.473, 64.070, 2.641,  9.256
-181.472, 63.982, 2.649,  9.289
-181.470, 63.894, 2.656,  9.322
-181.469, 63.805, 2.664,  9.355
-181.468, 63.716, 2.672,  9.388
-181.466, 63.627, 2.681,  9.421
-181.465, 63.537, 2.689,  9.454
-181.464, 63.447, 2.697,  9.487
-181.462, 63.357, 2.705,  9.520
-181.461, 63.267, 2.713,  9.553
-181.460, 63.176, 2.721,  9.586
-181.459, 63.085, 2.730,  9.619
-181.458, 62.994, 2.738,  9.652
-181.456, 62.903, 2.746,  9.685
-181.455, 62.811, 2.754,  9.718
-181.454, 62.719, 2.763,  9.751
-181.453, 62.626, 2.771,  9.784
-181.452, 62.534, 2.779,  9.817
-181.451, 62.441, 2.788,  9.850
-181.450, 62.348, 2.796,  9.883
-181.449, 62.255, 2.805,  9.916
-181.448, 62.161, 2.813,  9.949
-181.447, 62.067, 2.822,  9.982
-181.446, 61.973, 2.830, 10.015
-181.445, 61.878, 2.839, 10.048
-181.444, 61.783, 2.847, 10.081
-181.443, 61.688, 2.856, 10.114
-181.442, 61.593, 2.865, 10.147
-181.441, 61.497, 2.873, 10.180
-181.440, 61.401, 2.882, 10.213
-181.440, 61.305, 2.891, 10.246
-181.439, 61.208, 2.899, 10.279
-181.438, 61.111, 2.908, 10.312
-181.437, 61.014, 2.917, 10.345
-181.436, 60.917, 2.926, 10.378
-181.436, 60.819, 2.935, 10.411
-181.435, 60.721, 2.944, 10.444
-181.434, 60.622, 2.953, 10.477
-181.433, 60.524, 2.962, 10.510
-181.433, 60.425, 2.971, 10.543
-181.432, 60.326, 2.980, 10.576
-181.431, 60.226, 2.989, 10.609
-181.431, 60.126, 2.998, 10.642
-181.430, 60.026, 3.007, 10.675
-181.429, 59.926, 3.016, 10.708
-181.429, 59.825, 3.025, 10.741
-181.428, 59.724, 3.034, 10.774
-181.428, 59.622, 3.044, 10.807
-181.427, 59.521, 3.053, 10.840
-181.426, 59.419, 3.062, 10.873
-181.426, 59.316, 3.072, 10.906
-181.425, 59.214, 3.081, 10.939
-181.425, 59.111, 3.091, 10.972
-181.424, 59.007, 3.100, 11.005
-181.424, 58.904, 3.110, 11.038
-181.423, 58.800, 3.119, 11.071
-181.423, 58.696, 3.129, 11.104
-181.422, 58.591, 3.138, 11.137
-181.422, 58.486, 3.148, 11.170
-181.421, 58.381, 3.158, 11.203
-181.421, 58.276, 3.167, 11.236
-181.420, 58.170, 3.177, 11.269
-181.420, 58.064, 3.187, 11.302
-181.420, 57.957, 3.196, 11.335
-181.419, 57.850, 3.206, 11.368
-181.419, 57.743, 3.216, 11.401
-181.418, 57.636, 3.225, 11.434
-181.418, 57.528, 3.235, 11.467
-181.418, 57.420, 3.245, 11.500
-181.417, 57.312, 3.255, 11.533
-181.417, 57.203, 3.265, 11.566
-181.416, 57.094, 3.275, 11.599
-181.416, 56.984, 3.285, 11.632
-181.416, 56.875, 3.295, 11.665
-181.415, 56.765, 3.305, 11.698
-181.415, 56.654, 3.316, 11.731
-181.415, 56.543, 3.326, 11.764
-181.414, 56.432, 3.336, 11.797
-181.414, 56.321, 3.346, 11.830
-181.414, 56.209, 3.356, 11.863
-181.414, 56.097, 3.367, 11.896
-181.413, 55.984, 3.377, 11.929
-181.413, 55.871, 3.388, 11.962
-181.413, 55.758, 3.398, 11.995
-181.412, 55.645, 3.408, 12.028
-181.412, 55.531, 3.419, 12.061
-181.412, 55.417, 3.429, 12.094
-181.412, 55.302, 3.440, 12.127
-181.411, 55.187, 3.451, 12.160
-181.411, 55.072, 3.461, 12.193
-181.411, 54.956, 3.472, 12.226
-181.411, 54.840, 3.483, 12.259
-181.410, 54.724, 3.493, 12.292
-181.410, 54.607, 3.504, 12.325
-181.410, 54.490, 3.515, 12.358
-181.410, 54.373, 3.526, 12.391
-181.410, 54.255, 3.537, 12.424
-181.409, 54.137, 3.547, 12.457
-181.409, 54.018, 3.558, 12.490
-181.409, 53.899, 3.569, 12.523
-181.409, 53.780, 3.580, 12.556
-181.409, 53.660, 3.591, 12.589
-181.408, 53.540, 3.602, 12.622
-181.408, 53.420, 3.614, 12.655
-181.408, 53.299, 3.625, 12.688
-181.408, 53.178, 3.636, 12.721
-181.408, 53.057, 3.647, 12.754
-181.408, 52.935, 3.658, 12.787
-181.407, 52.813, 3.670, 12.820
-181.407, 52.690, 3.681, 12.853
-181.407, 52.567, 3.693, 12.886
-181.407, 52.444, 3.704, 12.919
-181.407, 52.320, 3.715, 12.952
-181.407, 52.196, 3.727, 12.985
-181.406, 52.071, 3.739, 13.018
-181.406, 51.946, 3.750, 13.051
-181.406, 51.821, 3.762, 13.084
-181.406, 51.695, 3.773, 13.117
-181.406, 51.569, 3.785, 13.150
-181.406, 51.443, 3.797, 13.183
-181.406, 51.316, 3.809, 13.216
-181.406, 51.189, 3.821, 13.249
-181.406, 51.061, 3.832, 13.282
-181.405, 50.933, 3.844, 13.315
-181.405, 50.805, 3.856, 13.348
-181.405, 50.676, 3.868, 13.381
-181.405, 50.546, 3.880, 13.414
-181.405, 50.417, 3.892, 13.447
-181.405, 50.287, 3.904, 13.480
-181.405, 50.156, 3.916, 13.513
-181.405, 50.025, 3.928, 13.546
-181.404, 49.894, 3.940, 13.579
-181.404, 49.763, 3.952, 13.612
-181.404, 49.630, 3.964, 13.645
-181.404, 49.498, 3.976, 13.678
-181.404, 49.365, 3.988, 13.711
-181.404, 49.232, 4.000, 13.744
-181.404, 49.098, 4.012, 13.777
-181.404, 48.964, 4.024, 13.810
-181.404, 48.830, 4.037, 13.843
-181.404, 48.695, 4.049, 13.876
-181.404, 48.560, 4.061, 13.909
-181.404, 48.424, 4.073, 13.942
-181.403, 48.288, 4.086, 13.975
-181.403, 48.151, 4.098, 14.008
-181.403, 48.014, 4.110, 14.041
-181.403, 47.877, 4.123, 14.074
-181.403, 47.739, 4.135, 14.107
-181.403, 47.601, 4.148, 14.140
-181.403, 47.463, 4.161, 14.173
-181.403, 47.324, 4.173, 14.206
-181.403, 47.184, 4.186, 14.239
-181.403, 47.044, 4.199, 14.272
-181.403, 46.904, 4.212, 14.305
-181.403, 46.763, 4.224, 14.338
-181.403, 46.622, 4.237, 14.371
-181.402, 46.481, 4.250, 14.404
-181.402, 46.339, 4.263, 14.437
-181.402, 46.196, 4.276, 14.470
-181.402, 46.053, 4.289, 14.503
-181.402, 45.910, 4.302, 14.536
-181.402, 45.766, 4.315, 14.569
-181.402, 45.622, 4.329, 14.602
-181.402, 45.477, 4.342, 14.635
-181.402, 45.332, 4.355, 14.668
-181.402, 45.187, 4.368, 14.701
-181.402, 45.041, 4.382, 14.734
-181.402, 44.895, 4.395, 14.767
-181.402, 44.748, 4.409, 14.800
-181.402, 44.600, 4.422, 14.833
-181.401, 44.453, 4.435, 14.866
-181.401, 44.304, 4.449, 14.899
-181.401, 44.156, 4.463, 14.932
-181.401, 44.007, 4.476, 14.965
-181.401, 43.857, 4.490, 14.998
-181.401, 43.707, 4.504, 15.031
-181.401, 43.557, 4.517, 15.064
-181.401, 43.406, 4.531, 15.097
-181.401, 43.254, 4.545, 15.130
-181.401, 43.103, 4.559, 15.163
-181.401, 42.950, 4.573, 15.196
-181.401, 42.797, 4.587, 15.229
-181.400, 42.644, 4.601, 15.262
-181.400, 42.491, 4.615, 15.295
-181.400, 42.336, 4.629, 15.328
-181.400, 42.182, 4.643, 15.361
-181.400, 42.026, 4.658, 15.394
-181.400, 41.871, 4.672, 15.427
-181.400, 41.715, 4.686, 15.460
-181.400, 41.558, 4.701, 15.493
-181.400, 41.401, 4.715, 15.526
-181.400, 41.244, 4.730, 15.559
-181.400, 41.086, 4.744, 15.592
-181.400, 40.927, 4.759, 15.625
-181.400, 40.768, 4.773, 15.658
-181.399, 40.609, 4.788, 15.691
-181.399, 40.449, 4.803, 15.724
-181.399, 40.288, 4.817, 15.757
-181.399, 40.127, 4.832, 15.790
-181.399, 39.966, 4.847, 15.823
-181.399, 39.804, 4.862, 15.856
-181.399, 39.641, 4.877, 15.889
-181.399, 39.478, 4.892, 15.922
-181.399, 39.315, 4.907, 15.955
-181.399, 39.151, 4.922, 15.988
-181.399, 38.987, 4.937, 16.021
-181.399, 38.822, 4.952, 16.054
-181.398, 38.656, 4.967, 16.087
-181.398, 38.490, 4.983, 16.120
-181.398, 38.324, 4.998, 16.153
-181.398, 38.157, 5.014, 16.186
-181.398, 37.989, 5.029, 16.219
-181.398, 37.821, 5.044, 16.252
-181.398, 37.653, 5.060, 16.285
-181.398, 37.484, 5.076, 16.318
-181.398, 37.314, 5.091, 16.351
-181.397, 37.144, 5.106, 16.384
-181.397, 36.974, 5.111, 16.417
-181.397, 36.804, 5.096, 16.450
-181.397, 36.635, 5.078, 16.483
-181.397, 36.466, 5.065, 16.516
-181.397, 36.298, 5.057, 16.549
-181.397, 36.129, 5.054, 16.582
-181.397, 35.961, 5.057, 16.615
-181.396, 35.792, 5.066, 16.648
-181.396, 35.623, 5.081, 16.681
-181.396, 35.453, 5.102, 16.714
-181.396, 35.282, 5.127, 16.747
-181.396, 35.110, 5.158, 16.780
-181.396, 34.937, 5.192, 16.813
-181.396, 34.763, 5.229, 16.846
-181.396, 34.587, 5.267, 16.879
-181.395, 34.411, 5.307, 16.912
-181.395, 34.233, 5.346, 16.945
-181.395, 34.053, 5.383, 16.978
-181.395, 33.873, 5.418, 17.011
-181.395, 33.691, 5.451, 17.044
-181.395, 33.509, 5.480, 17.077
-181.395, 33.326, 5.505, 17.110
-181.394, 33.142, 5.527, 17.143
-181.394, 32.957, 5.546, 17.176
-181.394, 32.772, 5.562, 17.209
-181.394, 32.586, 5.575, 17.242
-181.394, 32.400, 5.586, 17.275
-181.394, 32.214, 5.596, 17.308
-181.393, 32.027, 5.604, 17.341
-181.393, 31.840, 5.611, 17.374
-181.393, 31.653, 5.619, 17.407
-181.393, 31.466, 5.626, 17.440
-181.393, 31.278, 5.634, 17.473
-181.393, 31.090, 5.643, 17.506
-181.392, 30.902, 5.653, 17.539
-181.392, 30.714, 5.665, 17.572
-181.392, 30.524, 5.678, 17.605
-181.392, 30.335, 5.693, 17.638
-181.392, 30.145, 5.709, 17.671
-181.391, 29.954, 5.727, 17.704
-181.391, 29.763, 5.747, 17.737
-181.391, 29.570, 5.768, 17.770
-181.391, 29.378, 5.790, 17.803
-181.391, 29.184, 5.812, 17.836
-181.390, 28.990, 5.836, 17.869
-181.390, 28.795, 5.860, 17.902
-181.390, 28.599, 5.884, 17.935
-181.390, 28.402, 5.907, 17.968
-181.390, 28.204, 5.931, 18.001
-181.389, 28.006, 5.953, 18.034
-181.389, 27.807, 5.975, 18.067
-181.389, 27.608, 5.997, 18.100
-181.389, 27.407, 6.017, 18.133
-181.388, 27.206, 6.037, 18.166
-181.388, 27.005, 6.056, 18.199
-181.388, 26.802, 6.074, 18.232
-181.388, 26.599, 6.092, 18.265
-181.387, 26.396, 6.110, 18.298
-181.387, 26.192, 6.127, 18.331
-181.387, 25.987, 6.143, 18.364
-181.387, 25.782, 6.160, 18.397
-181.386, 25.577, 6.177, 18.430
-181.386, 25.370, 6.194, 18.463
-181.386, 25.164, 6.212, 18.496
-181.386, 24.956, 6.230, 18.529
-181.385, 24.748, 6.248, 18.562
-181.385, 24.539, 6.267, 18.595
-181.385, 24.330, 6.286, 18.628
-181.385, 24.120, 6.306, 18.661
-181.384, 23.909, 6.326, 18.694
-181.384, 23.698, 6.347, 18.727
-181.384, 23.486, 6.368, 18.760
-181.383, 23.273, 6.389, 18.793
-181.383, 23.060, 6.411, 18.826
-181.383, 22.846, 6.433, 18.859
-181.382, 22.631, 6.454, 18.892
-181.382, 22.415, 6.476, 18.925
-181.382, 22.199, 6.498, 18.958
-181.381, 21.982, 6.519, 18.991
-181.381, 21.764, 6.541, 19.024
-181.381, 21.545, 6.562, 19.057
-181.381, 21.326, 6.583, 19.090
-181.380, 21.106, 6.604, 19.123
-181.380, 20.886, 6.625, 19.156
-181.380, 20.664, 6.646, 19.189
-181.379, 20.442, 6.666, 19.222
-181.379, 20.220, 6.687, 19.255
-181.378, 19.996, 6.707, 19.288
-181.378, 19.772, 6.728, 19.321
-181.378, 19.548, 6.749, 19.354
-181.377, 19.322, 6.770, 19.387
-181.377, 19.096, 6.790, 19.420
-181.377, 18.869, 6.811, 19.453
-181.376, 18.642, 6.832, 19.486
-181.376, 18.413, 6.853, 19.519
-181.375, 18.185, 6.874, 19.552
-181.375, 17.955, 6.896, 19.585
-181.375, 17.725, 6.917, 19.618
-181.374, 17.494, 6.939, 19.651
-181.374, 17.262, 6.960, 19.684
-181.373, 17.029, 6.982, 19.717
-181.373, 16.796, 7.004, 19.750
-181.373, 16.562, 7.026, 19.783
-181.372, 16.327, 7.049, 19.816
-181.372, 16.092, 7.071, 19.849
-181.371, 15.856, 7.094, 19.882
-181.371, 15.619, 7.116, 19.915
-181.370, 15.381, 7.139, 19.948
-181.370, 15.142, 7.161, 19.981
-181.370, 14.903, 7.184, 20.014
-181.369, 14.663, 7.207, 20.047
-181.369, 14.422, 7.230, 20.080
-181.368, 14.181, 7.253, 20.113
-181.368, 13.938, 7.276, 20.146
-181.367, 13.695, 7.299, 20.179
-181.367, 13.452, 7.322, 20.212
-181.366, 13.207, 7.345, 20.245
-181.366, 12.962, 7.368, 20.278
-181.365, 12.715, 7.391, 20.311
-181.365, 12.468, 7.415, 20.344
-181.364, 12.221, 7.438, 20.377
-181.364, 11.972, 7.461, 20.410
-181.363, 11.723, 7.485, 20.443
-181.363, 11.473, 7.508, 20.476
-181.362, 11.222, 7.532, 20.509
-181.362, 10.970, 7.556, 20.542
-181.361, 10.718, 7.579, 20.575
-181.361, 10.465, 7.603, 20.608
-181.360, 10.211, 7.627, 20.641
-181.360, 9.956, 7.651, 20.674
-181.359, 9.700, 7.675, 20.707
-181.358, 9.444, 7.698, 20.740
-181.358, 9.187, 7.723, 20.773
-181.357, 8.929, 7.747, 20.806
-181.357, 8.670, 7.771, 20.839
-181.356, 8.410, 7.795, 20.872
-181.355, 8.150, 7.820, 20.905
-181.355, 7.888, 7.844, 20.938
-181.354, 7.626, 7.869, 20.971
-181.354, 7.363, 7.894, 21.004
-181.353, 7.100, 7.919, 21.037
-181.352, 6.835, 7.944, 21.070
-181.352, 6.570, 7.969, 21.103
-181.351, 6.303, 7.994, 21.136
-181.351, 6.036, 8.019, 21.169
-181.350, 5.768, 8.045, 21.202
-181.349, 5.499, 8.071, 21.235
-181.349, 5.230, 8.096, 21.268
-181.348, 4.959, 8.122, 21.301
-181.347, 4.688, 8.148, 21.334
-181.347, 4.416, 8.174, 21.367
-181.346, 4.142, 8.200, 21.400
-181.345, 3.868, 8.226, 21.433
-181.345, 3.594, 8.252, 21.466
-181.344, 3.318, 8.278, 21.499
-181.343, 3.041, 8.305, 21.532
-181.342, 2.764, 8.331, 21.565
-181.342, 2.485, 8.358, 21.598
-181.341, 2.206, 8.384, 21.631
-181.340, 1.926, 8.411, 21.664
-181.340, 1.645, 8.437, 21.697
-181.339, 1.363, 8.464, 21.730
-181.338, 1.080, 8.491, 21.763
-181.337, 0.796, 8.518, 21.796
-181.337, 0.512, 8.545, 21.829
-181.336, 0.226, 8.572, 21.862
-181.335, -0.060, 8.599, 21.895
-181.334, -0.347, 8.626, 21.928
-181.333, -0.636, 8.654, 21.961
-181.333, -0.925, 8.681, 21.994
-181.332, -1.215, 8.709, 22.027
-181.331, -1.506, 8.737, 22.060
-181.330, -1.798, 8.765, 22.093
-181.329, -2.091, 8.793, 22.126
-181.328, -2.384, 8.821, 22.159
-181.328, -2.679, 8.849, 22.192
-181.327, -2.975, 8.877, 22.225
-181.326, -3.272, 8.905, 22.258
-181.325, -3.569, 8.934, 22.291
-181.324, -3.868, 8.962, 22.324
-181.323, -4.167, 8.991, 22.357
-181.322, -4.467, 9.019, 22.390
-181.322, -4.769, 9.048, 22.423
-181.321, -5.071, 9.077, 22.456
-181.320, -5.374, 9.106, 22.489
-181.319, -5.679, 9.135, 22.522
-181.318, -5.984, 9.164, 22.555
-181.317, -6.290, 9.193, 22.588
-181.316, -6.597, 9.222, 22.621
-181.315, -6.905, 9.252, 22.654
-181.314, -7.215, 9.281, 22.687
-181.313, -7.525, 9.311, 22.720
-181.312, -7.836, 9.340, 22.753
-181.311, -8.148, 9.370, 22.786
-181.310, -8.461, 9.400, 22.819
-181.309, -8.775, 9.430, 22.852
-181.308, -9.090, 9.460, 22.885
-181.307, -9.406, 9.491, 22.918
-181.306, -9.723, 9.521, 22.951
-181.305, -10.042, 9.551, 22.984
-181.304, -10.361, 9.582, 23.017
